tick,hand_id,phase,grasp_state,vessel_proximity,ring_tension,support_polygon_margin,balance_state,tip_force_scalar,bimanual_cumulative_force,estop_state,collision_state,q_arm_1,q_arm_2,q_arm_3,q_arm_4,q_arm_5,q_arm_6,q_arm_7,finger_force_1,finger_force_2,finger_force_3,finger_force_4,finger_force_5,ee_pos_x,ee_pos_y,ee_pos_z
241,L,1,tripod,9.001,0.0,40.559,stable,2.6368,5.2736,armed,clear,0.0023,0.10775,0.2032,0.30774,0.40099,0.50488,0.60393,0.5742,0.4636,0.5789,0.4899,0.5302,16.662,-28.101,-41.518
241,R,1,tripod,7.536,0.0,38.204,stable,2.6721,5.3442,armed,clear,0.00722,0.10843,0.20495,0.30992,0.407,0.5078,0.60907,0.5934,0.5168,0.5627,0.5751,0.4241,16.082,-28.114,-40.846
242,L,1,tripod,6.766,0.0,38.858,stable,3.046,6.092,armed,clear,0.00661,0.10552,0.20152,0.30251,0.40158,0.50488,0.60821,0.6892,0.6805,0.445,0.555,0.6763,15.35,-28.241,-40.177
242,R,1,tripod,9.685,0.0,39.839,stable,2.6856,5.3712,armed,clear,0.00599,0.10333,0.20238,0.3047,0.40764,0.50969,0.60002,0.4543,0.555,0.6798,0.5166,0.4799,16.4,-28.548,-40.16
243,L,1,tripod,6.496,0.0,39.511,stable,2.8449,5.6898,armed,clear,0.00961,0.10807,0.20251,0.30621,0.40727,0.50328,0.6094,0.5676,0.5016,0.6143,0.6457,0.5157,15.63,-29.008,-41.919
243,R,1,tripod,7.133,0.0,40.956,stable,2.62,5.24,armed,clear,0.00059,0.10448,0.20875,0.30147,0.40887,0.50286,0.60629,0.5649,0.5529,0.4086,0.6075,0.4861,16.639,-28.941,-41.862
244,L,1,tripod,7.092,0.0,38.624,stable,2.6344,5.2688,armed,clear,0.00536,0.10509,0.20898,0.30566,0.40529,0.50836,0.60221,0.6702,0.5227,0.525,0.4623,0.4542,16.986,-28.027,-40.157
244,R,1,tripod,7.147,0.0,38.218,stable,2.5207,5.0414,armed,clear,0.00682,0.10972,0.20494,0.30087,0.40388,0.50441,0.60682,0.5743,0.4541,0.4473,0.4235,0.6215,15.923,-28.761,-40.541
245,L,1,tripod,6.361,0.0,38.578,stable,2.6431,5.2862,armed,clear,0.00997,0.10737,0.20028,0.30054,0.40426,0.50215,0.60364,0.5519,0.5186,0.5971,0.5314,0.4441,16.094,-28.636,-40.249
245,R,1,tripod,6.178,0.0,41.999,stable,2.5312,5.0624,armed,clear,0.00337,0.10142,0.20454,0.30923,0.40604,0.5062,0.60081,0.5395,0.445,0.5994,0.454,0.4933,16.447,-29.654,-41.606
246,L,1,tripod,6.872,0.0,40.702,stable,2.9094,5.8188,armed,clear,0.00497,0.10126,0.20023,0.30584,0.40153,0.50135,0.60568,0.6817,0.5098,0.4785,0.6318,0.6076,16.236,-28.301,-40.09
246,R,1,tripod,9.878,0.0,38.343,stable,2.9169,5.8338,armed,clear,0.00245,0.10845,0.20688,0.3077,0.40735,0.50597,0.60362,0.429,0.4904,0.6646,0.6525,0.6804,15.646,-29.693,-41.524
247,L,1,tripod,7.725,0.0,42.967,stable,2.8196,5.6392,armed,clear,0.00497,0.10945,0.20042,0.30213,0.40321,0.50106,0.60175,0.6581,0.5318,0.4713,0.5032,0.6552,16.659,-29.393,-41.619
247,R,1,tripod,6.803,0.0,41.567,stable,2.827,5.654,armed,clear,0.00143,0.10854,0.20754,0.30628,0.40306,0.50955,0.60266,0.4723,0.6324,0.5226,0.6751,0.5246,15.996,-29.161,-40.158
248,L,1,tripod,8.919,0.0,39.427,stable,2.674,5.348,armed,clear,0.00655,0.10726,0.20356,0.30349,0.40399,0.5091,0.60105,0.422,0.4405,0.5376,0.6359,0.638,16.2,-28.872,-40.826
248,R,1,tripod,7.707,0.0,40.533,stable,2.7811,5.5622,armed,clear,0.00509,0.10022,0.20099,0.30343,0.40164,0.50689,0.60428,0.6352,0.4493,0.4332,0.6136,0.6498,15.602,-29.688,-41.866
249,L,1,tripod,6.617,0.0,38.945,stable,2.751,5.502,armed,clear,0.00564,0.10811,0.20741,0.30277,0.40846,0.50923,0.60962,0.6137,0.4283,0.5983,0.6301,0.4806,15.038,-28.289,-40.53
249,R,1,tripod,8.28,0.0,42.069,stable,2.2522,4.5044,armed,clear,0.0092,0.10104,0.20729,0.30229,0.40283,0.5041,0.6091,0.4349,0.4064,0.4419,0.473,0.496,15.304,-29.824,-41.683
250,L,1,tripod,9.698,0.0,42.734,stable,3.026,6.052,armed,clear,0.00955,0.10349,0.2064,0.30092,0.40486,0.50436,0.60611,0.6123,0.6228,0.5937,0.5869,0.6103,15.931,-28.785,-40.505
250,R,1,tripod,7.549,0.0,41.907,stable,2.6257,5.2514,armed,clear,0.00262,0.10747,0.20259,0.30834,0.4091,0.50937,0.60268,0.5052,0.6576,0.41,0.5732,0.4797,16.12,-29.172,-40.858
251,L,1,tripod,6.888,0.0,42.424,stable,2.9614,5.9228,armed,clear,0.00601,0.10081,0.20196,0.30271,0.40616,0.50333,0.60868,0.4765,0.6871,0.6778,0.601,0.519,15.29,-29.358,-40.197
251,R,1,tripod,9.054,0.0,39.17,stable,2.6585,5.317,armed,clear,0.00293,0.10115,0.20504,0.301,0.40302,0.50053,0.6008,0.6054,0.5411,0.4654,0.4439,0.6027,16.099,-28.563,-40.488
252,L,1,tripod,9.541,0.0,40.26,stable,2.736,5.472,armed,clear,0.00683,0.10543,0.20108,0.30616,0.40346,0.50256,0.60941,0.6447,0.6274,0.4437,0.5202,0.5,16.633,-29.916,-40.167
252,R,1,tripod,6.766,0.0,38.404,stable,2.8269,5.6538,armed,clear,0.00713,0.10693,0.20212,0.30717,0.40226,0.50517,0.60795,0.6826,0.5777,0.5542,0.574,0.4384,15.353,-28.809,-41.645
253,L,1,tripod,8.024,0.0,39.396,stable,2.6762,5.3524,armed,clear,0.00889,0.10625,0.20992,0.30288,0.40694,0.50241,0.60042,0.5974,0.4043,0.5444,0.5595,0.5706,15.107,-29.69,-40.847
253,R,1,tripod,6.738,0.0,41.648,stable,2.7871,5.5742,armed,clear,0.00321,0.10613,0.20642,0.30438,0.40564,0.50163,0.60639,0.4234,0.5304,0.6621,0.698,0.4732,16.104,-29.271,-41.205
254,L,1,tripod,7.898,0.0,39.628,stable,2.5736,5.1472,armed,clear,0.00947,0.10817,0.20241,0.30198,0.40108,0.50986,0.60226,0.5631,0.472,0.4349,0.4173,0.6863,16.64,-28.237,-40.049
254,R,1,tripod,7.163,0.0,39.339,stable,2.8887,5.7774,armed,clear,0.00211,0.10151,0.20559,0.30059,0.40771,0.50241,0.60423,0.5622,0.6025,0.4519,0.6411,0.631,15.248,-29.605,-41.775
255,L,1,tripod,6.076,0.0,41.298,stable,2.9234,5.8468,armed,clear,0.00639,0.10718,0.20916,0.30573,0.4089,0.50192,0.60819,0.5841,0.639,0.6134,0.5156,0.5713,16.813,-28.749,-41.255
255,R,1,tripod,8.959,0.0,39.49,stable,2.6557,5.3114,armed,clear,0.00012,0.10448,0.20884,0.30376,0.40578,0.50045,0.60304,0.6461,0.4393,0.6102,0.4082,0.5519,16.439,-28.713,-40.409
256,L,1,tripod,8.064,0.0,41.014,stable,2.8369,5.6738,armed,clear,0.00075,0.10825,0.20983,0.30031,0.40609,0.50121,0.60729,0.5738,0.6518,0.4894,0.5554,0.5665,16.145,-29.418,-41.78
256,R,1,tripod,6.423,0.0,41.812,stable,2.6462,5.2924,armed,clear,0.00995,0.10645,0.20849,0.301,0.40058,0.5047,0.60921,0.5581,0.4063,0.6838,0.425,0.573,16.105,-29.198,-40.065
257,L,1,tripod,9.867,0.0,40.762,stable,2.806,5.612,armed,clear,0.00234,0.10833,0.2076,0.30054,0.40588,0.50652,0.60549,0.4932,0.6347,0.5224,0.6926,0.4631,16.217,-28.695,-41.459
257,R,1,tripod,9.688,0.0,42.947,stable,2.8839,5.7678,armed,clear,0.0059,0.10823,0.20634,0.30398,0.40939,0.50497,0.60857,0.6158,0.5141,0.6976,0.4472,0.6092,16.939,-28.3,-41.229
258,L,1,tripod,6.43,0.0,39.718,stable,2.9929,5.9858,armed,clear,0.00652,0.10839,0.20874,0.30972,0.40041,0.50893,0.60069,0.4727,0.622,0.6543,0.6206,0.6233,16.069,-29.561,-40.482
258,R,1,tripod,9.63,0.0,40.795,stable,2.8118,5.6236,armed,clear,0.00141,0.10429,0.20636,0.30204,0.40164,0.50546,0.60105,0.4724,0.6677,0.6364,0.526,0.5093,15.284,-28.062,-40.554
259,L,1,tripod,6.583,0.0,39.238,stable,2.7248,5.4496,armed,clear,0.0044,0.10072,0.20535,0.30694,0.40064,0.508,0.6048,0.5947,0.4641,0.5316,0.6727,0.4617,15.031,-29.913,-40.858
259,R,1,tripod,8.604,0.0,41.541,stable,2.5058,5.0116,armed,clear,0.00638,0.10591,0.20054,0.30916,0.40697,0.50683,0.60977,0.6291,0.4199,0.6096,0.4182,0.429,15.854,-28.403,-40.481
260,L,1,tripod,6.971,0.0,40.944,stable,2.7165,5.433,armed,clear,0.00419,0.10214,0.20676,0.30676,0.40874,0.50617,0.60331,0.45,0.5192,0.6412,0.6396,0.4665,15.469,-28.817,-41.347
260,R,1,tripod,9.824,0.0,42.892,stable,2.547,5.094,armed,clear,0.00431,0.10786,0.2016,0.30955,0.40394,0.50746,0.60961,0.4856,0.5562,0.5648,0.5079,0.4325,15.16,-28.209,-40.593
261,L,1,tripod,6.018,0.0,39.876,stable,2.9715,5.943,armed,clear,0.00447,0.10854,0.20598,0.30449,0.40436,0.5041,0.60531,0.4661,0.5314,0.6083,0.6708,0.6949,15.78,-28.093,-41.632
261,R,1,tripod,6.527,0.0,40.101,stable,2.8949,5.7898,armed,clear,0.00359,0.10258,0.20455,0.30801,0.40399,0.50945,0.60426,0.6166,0.6995,0.5824,0.5018,0.4946,15.189,-29.173,-40.413
262,L,1,tripod,6.84,0.0,38.938,stable,2.5666,5.1332,armed,clear,0.00678,0.10699,0.20017,0.30022,0.40414,0.50577,0.60851,0.4431,0.6124,0.4364,0.5212,0.5535,15.69,-29.941,-40.607
262,R,1,tripod,7.625,0.0,41.121,stable,2.4056,4.8112,armed,clear,0.00271,0.10779,0.20857,0.30224,0.40105,0.5089,0.60011,0.4533,0.4937,0.5363,0.409,0.5133,16.383,-28.291,-41.664
263,L,1,tripod,7.364,0.0,42.382,stable,2.656,5.312,armed,clear,0.00015,0.1085,0.20338,0.3097,0.40563,0.50159,0.60808,0.6052,0.5739,0.4057,0.4062,0.665,15.773,-28.415,-41.321
263,R,1,tripod,8.527,0.0,40.455,stable,2.8389,5.6778,armed,clear,0.00743,0.10552,0.20026,0.30224,0.40549,0.50941,0.60362,0.6476,0.5627,0.4562,0.5758,0.5966,16.502,-28.939,-40.163
264,L,1,tripod,6.451,0.0,38.784,stable,2.6888,5.3776,armed,clear,0.00641,0.1004,0.20961,0.30344,0.40427,0.5077,0.6079,0.6579,0.5742,0.4326,0.6012,0.4229,15.688,-28.033,-41.05
264,R,1,tripod,7.706,0.0,38.866,stable,2.7382,5.4764,armed,clear,0.00159,0.10549,0.20234,0.30064,0.40072,0.50939,0.60884,0.4161,0.5319,0.5073,0.6782,0.6047,15.705,-28.563,-41.314
265,L,1,tripod,6.8,0.0,40.842,stable,3.1003,6.2006,armed,clear,0.00197,0.10064,0.20595,0.30362,0.40947,0.50427,0.60354,0.5004,0.6832,0.6889,0.6194,0.6084,15.274,-29.276,-40.637
265,R,1,tripod,7.104,0.0,38.606,stable,3.1845,6.369,armed,clear,0.00731,0.10534,0.20639,0.30574,0.40576,0.5004,0.6043,0.6582,0.6657,0.6809,0.6303,0.5494,15.098,-29.433,-40.786
266,L,1,tripod,8.532,0.0,41.806,stable,2.5697,5.1394,armed,clear,0.00429,0.10801,0.20355,0.30266,0.40629,0.50347,0.60044,0.5096,0.5459,0.5599,0.4592,0.4951,16.196,-29.57,-41.918
266,R,1,tripod,8.843,0.0,38.434,stable,2.5733,5.1466,armed,clear,0.00376,0.10256,0.20306,0.30394,0.40683,0.50557,0.60903,0.5043,0.4073,0.5506,0.4802,0.6309,16.589,-29.18,-40.656
267,L,1,tripod,9.899,0.0,40.114,stable,2.6455,5.291,armed,clear,0.0001,0.10889,0.20659,0.30097,0.40287,0.50795,0.60688,0.6414,0.4778,0.4559,0.421,0.6494,15.894,-29.684,-41.276
267,R,1,tripod,7.906,0.0,39.488,stable,2.6126,5.2252,armed,clear,0.00978,0.1039,0.20347,0.30887,0.40504,0.50782,0.60763,0.6328,0.6387,0.4149,0.431,0.4952,16.114,-28.79,-41.507
268,L,1,tripod,7.639,0.0,42.338,stable,2.6007,5.2014,armed,clear,0.00996,0.10924,0.20818,0.30729,0.40924,0.50201,0.6038,0.6237,0.4854,0.5451,0.4509,0.4956,15.979,-29.359,-41.67
268,R,1,tripod,7.156,0.0,41.992,stable,2.721,5.442,armed,clear,0.00755,0.10116,0.20631,0.30295,0.40627,0.50856,0.60663,0.4816,0.64,0.4764,0.4416,0.6814,15.899,-29.262,-40.956
269,L,1,tripod,9.056,0.0,41.847,stable,2.7801,5.5602,armed,clear,0.00287,0.10789,0.20662,0.30816,0.40851,0.50762,0.6024,0.4042,0.6627,0.5415,0.4912,0.6805,16.155,-28.206,-40.732
269,R,1,tripod,6.663,0.0,39.22,stable,2.439,4.878,armed,clear,0.00082,0.10135,0.20669,0.30184,0.40872,0.50967,0.60294,0.4064,0.4071,0.5615,0.4839,0.5801,16.865,-28.349,-40.391
270,L,1,tripod,7.779,0.0,38.651,stable,2.8178,5.6356,armed,clear,0.0068,0.10114,0.20756,0.30709,0.40028,0.50146,0.6069,0.5884,0.5475,0.5959,0.5343,0.5517,15.491,-29.823,-40.311
270,R,1,tripod,7.155,0.0,39.217,stable,2.4302,4.8604,armed,clear,0.00856,0.10418,0.20138,0.30488,0.4009,0.50169,0.60767,0.4243,0.4273,0.533,0.4967,0.5489,15.608,-28.654,-41.67
271,L,1,tripod,7.714,0.0,38.944,stable,2.8522,5.7044,armed,clear,0.00413,0.1086,0.20996,0.30124,0.40714,0.50035,0.60712,0.5743,0.5361,0.6913,0.4972,0.5533,16.514,-28.775,-40.058
271,R,1,tripod,6.893,0.0,39.355,stable,2.7833,5.5666,armed,clear,0.0043,0.10526,0.2072,0.30596,0.40318,0.50006,0.60943,0.6023,0.6619,0.4559,0.4056,0.6576,16.14,-29.61,-40.212
272,L,1,tripod,9.914,0.0,38.183,stable,2.7549,5.5098,armed,clear,0.00563,0.10897,0.20329,0.30249,0.40245,0.50727,0.60062,0.6939,0.406,0.5091,0.6619,0.484,16.175,-28.852,-40.487
272,R,1,tripod,9.921,0.0,41.258,stable,2.8307,5.6614,armed,clear,0.00802,0.10801,0.20372,0.30455,0.40466,0.50948,0.60301,0.609,0.6081,0.5853,0.587,0.4413,15.956,-29.031,-41.545
273,L,1,tripod,9.622,0.0,39.231,stable,2.9281,5.8562,armed,clear,0.00196,0.105,0.20907,0.30908,0.40584,0.50754,0.60354,0.5921,0.5835,0.5473,0.6997,0.5055,15.136,-29.114,-40.817
273,R,1,tripod,9.706,0.0,41.797,stable,2.8524,5.7048,armed,clear,0.00234,0.10443,0.20095,0.30349,0.40532,0.50712,0.60626,0.4129,0.5703,0.6053,0.65,0.6139,15.589,-28.195,-41.306
274,L,1,tripod,6.152,0.0,41.325,stable,2.846,5.692,armed,clear,0.00589,0.10664,0.20671,0.3081,0.40259,0.50058,0.60071,0.6583,0.4148,0.5858,0.6743,0.5128,16.108,-28.594,-40.697
274,R,1,tripod,9.706,0.0,39.349,stable,2.7425,5.485,armed,clear,0.00462,0.1055,0.20815,0.30113,0.4067,0.50479,0.6053,0.553,0.497,0.5939,0.6905,0.4081,16.469,-29.235,-41.415
275,L,1,tripod,6.02,0.0,39.22,stable,2.7028,5.4056,armed,clear,0.00262,0.10275,0.20326,0.30543,0.40201,0.50762,0.60879,0.6726,0.5365,0.5819,0.4716,0.4402,15.337,-28.587,-40.738
275,R,1,tripod,6.138,0.0,42.78,stable,2.675,5.35,armed,clear,0.0091,0.10617,0.20911,0.30667,0.4079,0.50284,0.60703,0.4717,0.6184,0.5144,0.6365,0.434,16.769,-28.268,-41.64
276,L,1,tripod,9.558,0.0,42.86,stable,2.9565,5.913,armed,clear,0.00667,0.1055,0.20778,0.30176,0.40926,0.50851,0.60737,0.6384,0.656,0.5357,0.595,0.5314,16.833,-29.971,-41.959
276,R,1,tripod,6.109,0.0,40.723,stable,2.4665,4.933,armed,clear,0.00759,0.10181,0.20486,0.30751,0.40408,0.5061,0.60295,0.44,0.5364,0.5804,0.45,0.4597,16.773,-28.302,-40.63
277,L,1,tripod,6.374,0.0,41.945,stable,2.6692,5.3384,armed,clear,0.00121,0.10837,0.20785,0.30988,0.40724,0.50091,0.60406,0.6551,0.4027,0.427,0.628,0.5564,16.209,-28.439,-40.548
277,R,1,tripod,8.105,0.0,40.424,stable,2.8016,5.6032,armed,clear,0.00792,0.10477,0.2042,0.30989,0.40439,0.50495,0.60079,0.6619,0.625,0.4231,0.6482,0.4434,16.366,-29.763,-40.392
278,L,1,tripod,8.59,0.0,40.53,stable,2.6239,5.2478,armed,clear,0.00036,0.10866,0.20529,0.30591,0.40314,0.50868,0.6043,0.4286,0.5735,0.5335,0.5849,0.5034,16.707,-28.329,-41.815
278,R,1,tripod,8.751,0.0,41.088,stable,2.8067,5.6134,armed,clear,0.00454,0.10285,0.20305,0.30709,0.40504,0.50621,0.60493,0.5651,0.4813,0.5578,0.521,0.6815,15.298,-28.662,-41.223
279,L,1,tripod,6.92,0.0,39.486,stable,2.4905,4.981,armed,clear,0.00127,0.10047,0.20629,0.30726,0.40352,0.50356,0.60875,0.4771,0.5139,0.4631,0.45,0.5864,16.934,-29.975,-41.64
279,R,1,tripod,6.386,0.0,42.749,stable,2.8533,5.7066,armed,clear,0.00583,0.1005,0.20506,0.30473,0.40468,0.50393,0.60776,0.5939,0.6473,0.4583,0.555,0.5988,15.548,-29.375,-40.413
280,L,1,tripod,9.07,0.0,38.18,stable,2.8625,5.725,armed,clear,0.00839,0.10222,0.2032,0.30736,0.40945,0.5008,0.60021,0.6658,0.414,0.5978,0.5439,0.641,15.437,-28.343,-40.548
280,R,1,tripod,6.778,0.0,39.647,stable,2.8435,5.687,armed,clear,0.00107,0.10952,0.20044,0.30164,0.4027,0.5041,0.60619,0.4715,0.6716,0.6339,0.5219,0.5446,15.487,-28.586,-40.183
281,L,1,tripod,6.77,0.0,42.07,stable,2.6131,5.2262,armed,clear,0.00465,0.10507,0.20659,0.30199,0.4075,0.50273,0.60127,0.5017,0.5884,0.4339,0.5776,0.5115,16.67,-29.135,-41.915
281,R,1,tripod,6.9,0.0,41.68,stable,2.5889,5.1778,armed,clear,0.00683,0.10956,0.20678,0.30081,0.40445,0.5057,0.60198,0.6385,0.6862,0.415,0.4481,0.4011,16.365,-28.926,-41.709
282,L,1,tripod,6.609,0.0,42.306,stable,2.9313,5.8626,armed,clear,0.00829,0.10353,0.20167,0.30824,0.40483,0.50927,0.60993,0.6109,0.5778,0.5843,0.6051,0.5532,16.891,-28.125,-40.244
282,R,1,tripod,9.611,0.0,40.023,stable,3.0095,6.019,armed,clear,0.00174,0.10271,0.20288,0.30421,0.40235,0.50466,0.60176,0.6988,0.6385,0.5465,0.5454,0.5803,15.407,-29.572,-41.807
283,L,1,tripod,8.499,0.0,39.647,stable,2.894,5.788,armed,clear,0.00223,0.10891,0.20695,0.30821,0.40468,0.50333,0.60162,0.5045,0.5306,0.6857,0.547,0.6262,15.649,-28.492,-40.95
283,R,1,tripod,8.542,0.0,39.458,stable,2.8755,5.751,armed,clear,0.00035,0.10237,0.20703,0.30767,0.40585,0.50117,0.609,0.6063,0.6246,0.4138,0.5654,0.6654,15.412,-28.379,-41.922
284,L,1,tripod,8.915,0.0,41.781,stable,2.7185,5.437,armed,clear,0.00078,0.10042,0.20012,0.30162,0.40109,0.50944,0.6078,0.4118,0.4052,0.6246,0.6479,0.629,15.044,-28.914,-41.993
284,R,1,tripod,8.511,0.0,38.134,stable,3.0069,6.0138,armed,clear,0.00335,0.105,0.20295,0.30291,0.4089,0.50992,0.60879,0.6703,0.5547,0.6351,0.6282,0.5186,16.193,-29.881,-40.984
285,L,1,tripod,7.915,0.0,39.092,stable,2.5676,5.1352,armed,clear,0.00379,0.10869,0.20733,0.30092,0.40388,0.50092,0.607,0.5762,0.4725,0.4554,0.6576,0.4059,16.091,-29.742,-40.253
285,R,1,tripod,6.548,0.0,38.177,stable,2.6725,5.345,armed,clear,0.00783,0.10325,0.2039,0.30587,0.40093,0.5012,0.6087,0.5744,0.4949,0.5752,0.5756,0.4524,16.536,-28.411,-41.836
286,L,1,tripod,6.496,0.0,40.477,stable,3.0117,6.0234,armed,clear,0.00892,0.10454,0.20182,0.30226,0.40595,0.50944,0.60796,0.5795,0.4892,0.6745,0.6402,0.6283,16.214,-29.515,-41.113
286,R,1,tripod,8.376,0.0,42.316,stable,2.9228,5.8456,armed,clear,0.00173,0.10951,0.20404,0.30037,0.40746,0.5008,0.60089,0.6228,0.428,0.6982,0.6505,0.5233,15.653,-28.844,-40.584
287,L,1,tripod,8.852,0.0,38.49,stable,2.7573,5.5146,armed,clear,0.0096,0.10818,0.20865,0.30606,0.40677,0.50029,0.60053,0.4052,0.6261,0.5689,0.5022,0.6549,15.062,-29.54,-40.491
287,R,1,tripod,9.448,0.0,38.735,stable,2.8952,5.7904,armed,clear,0.00714,0.10713,0.20033,0.30532,0.40276,0.50239,0.60169,0.4386,0.4201,0.6903,0.6519,0.6943,15.326,-29.81,-41.334
288,L,1,tripod,6.234,0.0,39.088,stable,2.7674,5.5348,armed,clear,0.00096,0.10231,0.20653,0.30157,0.40334,0.50836,0.60448,0.5396,0.5754,0.6142,0.4775,0.5607,16.08,-28.117,-40.752
288,R,1,tripod,8.046,0.0,41.004,stable,2.8179,5.6358,armed,clear,0.00309,0.10363,0.20515,0.30776,0.40626,0.50433,0.60599,0.6741,0.4939,0.4309,0.6493,0.5697,16.38,-29.842,-40.074
289,L,1,tripod,7.585,0.0,41.913,stable,2.7633,5.5266,armed,clear,0.00244,0.10586,0.20603,0.30581,0.40167,0.50396,0.60828,0.5509,0.6335,0.5474,0.5729,0.4586,16.748,-29.331,-40.785
289,R,1,tripod,7.375,0.0,41.624,stable,2.8762,5.7524,armed,clear,0.00575,0.10038,0.2057,0.30356,0.40627,0.50398,0.60951,0.63,0.612,0.5984,0.6285,0.4073,15.339,-29.676,-40.394
290,L,1,tripod,8.118,0.0,38.348,stable,2.578,5.156,armed,clear,0.00946,0.10661,0.20106,0.3098,0.40703,0.50544,0.60052,0.4715,0.4968,0.4995,0.422,0.6882,15.446,-29.558,-41.113
290,R,1,tripod,9.178,0.0,38.224,stable,2.7062,5.4124,armed,clear,0.00914,0.10077,0.20878,0.30755,0.40346,0.50614,0.60846,0.6847,0.4877,0.4917,0.4413,0.6008,15.351,-29.187,-41.315
291,L,1,tripod,9.243,0.0,42.825,stable,2.6945,5.389,armed,clear,0.00015,0.10189,0.20791,0.30378,0.40007,0.50836,0.60252,0.4086,0.4549,0.5794,0.6856,0.566,15.15,-28.247,-40.741
291,R,1,tripod,7.302,0.0,39.822,stable,2.7205,5.441,armed,clear,0.0062,0.10448,0.20166,0.30946,0.40358,0.50054,0.60593,0.6324,0.5373,0.5638,0.5417,0.4453,16.167,-29.592,-40.792
292,L,1,tripod,9.699,0.0,42.3,stable,2.5909,5.1818,armed,clear,0.00965,0.10604,0.20511,0.30625,0.40513,0.50003,0.60839,0.6636,0.4784,0.4814,0.529,0.4385,16.49,-28.553,-41.974
292,R,1,tripod,6.166,0.0,40.347,stable,2.5771,5.1542,armed,clear,0.00197,0.10707,0.20342,0.30291,0.40779,0.50028,0.6047,0.4338,0.631,0.4946,0.5044,0.5133,15.548,-28.012,-40.092
293,L,1,tripod,8.42,0.0,39.253,stable,3.1391,6.2782,armed,clear,0.00551,0.10654,0.20131,0.30678,0.40648,0.50032,0.60572,0.6906,0.5776,0.6221,0.6436,0.6052,16.416,-28.671,-41.823
293,R,1,tripod,7.819,0.0,41.251,stable,2.6165,5.233,armed,clear,0.00901,0.10763,0.20146,0.30835,0.40426,0.50245,0.60015,0.5158,0.6609,0.4123,0.4051,0.6224,15.959,-28.619,-41.061
294,L,1,tripod,7.076,0.0,42.313,stable,2.9492,5.8984,armed,clear,0.0038,0.10043,0.20654,0.30376,0.40087,0.507,0.60249,0.4618,0.6392,0.5645,0.6523,0.6314,15.017,-28.229,-41.451
294,R,1,tripod,6.162,0.0,39.804,stable,2.8206,5.6412,armed,clear,0.00564,0.10798,0.20581,0.3037,0.40255,0.50129,0.60418,0.6182,0.6354,0.5761,0.5839,0.407,15.119,-29.342,-40.114
295,L,1,tripod,8.526,0.0,40.557,stable,2.5375,5.075,armed,clear,0.0062,0.10538,0.20907,0.30303,0.40772,0.50888,0.60789,0.6747,0.5427,0.4228,0.4338,0.4635,16.161,-29.188,-41.976
295,R,1,tripod,8.068,0.0,38.253,stable,2.6683,5.3366,armed,clear,0.00325,0.10088,0.20054,0.30728,0.40053,0.50706,0.60685,0.6576,0.4301,0.4167,0.4975,0.6664,16.375,-28.989,-40.152
296,L,1,tripod,9.76,0.0,40.285,stable,2.525,5.05,armed,clear,0.00043,0.10562,0.20217,0.30753,0.40172,0.50309,0.60746,0.4909,0.4615,0.5813,0.574,0.4173,15.886,-28.639,-41.952
296,R,1,tripod,9.15,0.0,40.863,stable,2.4606,4.9212,armed,clear,0.00179,0.1072,0.20756,0.30106,0.4017,0.50752,0.60305,0.5069,0.6607,0.4607,0.4221,0.4102,15.353,-29.923,-41.401
297,L,1,tripod,7.473,0.0,41.458,stable,2.9911,5.9822,armed,clear,0.00757,0.1049,0.20075,0.3086,0.40009,0.50362,0.60793,0.5601,0.6738,0.6149,0.5985,0.5438,16.573,-28.316,-40.258
297,R,1,tripod,7.572,0.0,38.741,stable,2.6717,5.3434,armed,clear,0.00804,0.1047,0.20747,0.30767,0.40974,0.5028,0.60645,0.4302,0.6345,0.5181,0.442,0.6469,15.388,-29.493,-40.384
298,L,1,tripod,9.057,0.0,42.584,stable,2.6464,5.2928,armed,clear,0.0056,0.10531,0.20475,0.30129,0.40298,0.50514,0.60844,0.4383,0.616,0.6494,0.4241,0.5186,15.742,-29.973,-40.11
298,R,1,tripod,7.939,0.0,39.449,stable,2.6572,5.3144,armed,clear,0.003,0.1053,0.20765,0.30651,0.40977,0.50405,0.60806,0.4597,0.4345,0.6061,0.6028,0.5541,16.975,-28.086,-40.425
299,L,1,tripod,9.827,0.0,42.312,stable,2.6684,5.3368,armed,clear,0.00211,0.10973,0.20833,0.30671,0.40529,0.50472,0.60635,0.6506,0.4753,0.5177,0.4063,0.6185,16.582,-28.897,-40.836
299,R,1,tripod,9.489,0.0,39.378,stable,2.7218,5.4436,armed,clear,0.00018,0.10985,0.20854,0.30501,0.40052,0.50873,0.60155,0.4037,0.5386,0.6633,0.6652,0.451,15.572,-29.105,-41.769
300,L,1,tripod,7.57,0.0,40.741,stable,2.7003,5.4006,armed,clear,0.00298,0.10376,0.2019,0.30481,0.40463,0.50135,0.60623,0.5865,0.4935,0.5942,0.5116,0.5145,15.759,-28.235,-40.286
300,R,1,tripod,6.991,0.0,39.081,stable,2.6468,5.2936,armed,clear,0.00906,0.10216,0.20331,0.30392,0.40508,0.50367,0.60505,0.4598,0.6224,0.4658,0.5099,0.5889,16.636,-28.38,-41.291
301,L,1,tripod,6.035,0.0,39.827,stable,2.9148,5.8296,armed,clear,0.00879,0.10132,0.20668,0.30369,0.40688,0.50702,0.60439,0.6869,0.4532,0.5063,0.6707,0.5977,16.931,-28.709,-40.546
